Clase,SubClase,Rubro,SubRubro,Cuenta,Nombre,GLA_DESCRIPTION
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112293,ANTICIPO BS PERS.PART SOCIETARIAS,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112298,ANTICIPO SICORE,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112299,CRED IMPUESTO LEY 25413,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112310,RETENCION IMP GCIAS CLIENTES,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112320,RETENCION IVA DE CLIENTES,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112330,RETENCION IIBB CABA,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112331,RETENCION IIBB BS AS,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112332,RETENCION IIBB CORODBA,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112333,RETENCION IIBB SANTA FE,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112350,RETENCION SIRCREB BANCOS,Tax Payable
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112405,ANTICIPOS A PROVEEDORES,Other Assets
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112410,ANTICIPO PERSONAL ,Other Assets
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112415,GASTOS A RENDIR,Other Assets
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112420,FONDOS A RENDIR (FO),Other Assets
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112425,OTROS CREDITOS,Other Assets
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112455,DEUDORES VARIOS,Other Assets
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112460,DEPOSITO EN GARANTIA,Other Assets
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112490, CTA PARTICULAR CAMILA MEDICI,Other Assets
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112491,CTA. PARTICULAR SP,Other Assets
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,112493,CREDITO INTERCO,Accounts Receivable - Other
ACTIVO,ACTIVO CORRIENTE,INVERSIONES,,113040,INVERSIONES,Investment
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,113041,ANTICIPO DIVIDENDOS,Investment
ACTIVO,ACTIVO CORRIENTE,INVERSIONES,,113042,FCI SANTANDER RIO,Investment
ACTIVO,ACTIVO CORRIENTE,CREDITOS,,113043,PRESTAMO PUIGGARI,Investment
ACTIVO,ACTIVO CORRIENTE,INVERSIONES,,113044,FCI SANTANDER RIO U$S,Investment
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121010,VO MUEBLES Y UTILES,Furniture and Fixtures
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121011,AA MUEBLES Y UTILES,Acc Amort - Furniture and Fxitures
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121030,VO EQUIPOS DE COMPUTACION,Computer Equipment
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121031,AA EQUIPOS DE COMPUTACION,Acc Amort - Computer Equipment
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121040,VO SOFTWARE,Computer Equipment
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121041,AA SOFTWARE,Acc Amort - Computer Equipment
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121050,VO INSTALACIONES,Tools
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121051,AA INSTALACIONES,Acc Amort - Tools
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121060,VO RODADOS,Furniture and Fixtures
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121061,AA RODADOS,Acc Amort - Furniture and Fxitures
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121080,VO APARATOS TELEFONICOS,Tools
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121081,AA APARATOS TELEFONICOS,Acc Amort - Tools
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121090,VO MEJORAS DE INMUEBLES,Leasehold Improvements
ACTIVO,ACTIVO NO CORRIENTE,BIENES DE USO,,121095,AA MEJORAS DE INMUEBLES,Acc Amort - Leasehold Improvements
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211010,PROVEEDORES DE MEDIOS,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211020,PROVEEDORES DE PRODUCCION,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211030,PROVEEDORES DE GASTOS,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211070,ANTICIPO DE CLIENTES,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211071,INGRESOS A DEVENGAR,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211080,ACREEDORES VARIOS,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211085,CH DIF SANTANDER RIO,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211090,CH DIF BANCO 2,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211096,TARJETA A PAGAR,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS COMERCIALES,,211097,TARJETA VISA SANTIAGO PUIGGARI,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,SERV.PENDIENTES DE LIQUID.,,212010,CUENTA PUENTE MEDIOS,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,SERV.PENDIENTES DE LIQUID.,,212020,CUENTA PUENTE PRODUCCION,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,SERV.PENDIENTES DE LIQUID.,,212021,CUENTA PUENTE MEDIAPLUS,Accounts Payable - Argentina
PASIVO,PASIVO CORRIENTE,DEUDAS BANCARIAS,,213010,PRESTAMO BANCO UNO,Lease Liability - operating leases
PASIVO,PASIVO CORRIENTE,OTROS DEUDAS,,213011,PRESTAMOS INTERCO,Lease Liability - operating leases
PASIVO,PASIVO CORRIENTE,CARGOS BANCARIOS & SEGUROS,,213014,SEGUROS A DEVENGAR,Accrued General Insurance
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214010,SUELDOS A APAGAR,Accrued Salaries & Bonus
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214011,SUELDOS A APAGAR u$s,Accrued Salaries & Bonus
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214015,CARGAS SOC. A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214020,APORTES SEG SOC A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214030,APORTES OS A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214031,PROVISISON AGUINALDO,Payroll Expenses
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214032,PROVISISON CARGAS SOC/AGUINALDO,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214033,PROVISISON PLUS VACACIONAL,Payroll Expenses
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214034,PROVISISON PLUS VACACIONAL/CS SOC,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214035,PROVISISON VACACIONES,Payroll Expenses
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214036,PROVISISON VACACIONES / CS SOC,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214040,CONTRIB. SEG SOC A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214050,CONTRIB OS A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214060,ART A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214070,SINDICATO A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS SOCIALES,,214080,SEGURO VIDA A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215010,RET GANANCIAS EFECTUADAS A PROVEEDORES,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215011,PERCEPCION IVA CLIENTES,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215012,RETENCION IVA PROVEEDORES,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215015,RET SUSS EFECTUADAS,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215020,RET GANANCIAS EMPLEADO,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215021,RETENCION IIBB EFECTUADAS,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215030,IVA DEBITO FISCAL 21%,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215035,"IVA DEBITO FISCAL 10,5%",Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215036,PERCEPCION IIBB EFECTUADAS,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215050,PROVISION IIBB,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215055,PROVISION IMP GANANCIAS,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215060,INTERESES IVA A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215070,INTERESES AFIP A DEVENGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215095,PLAN FACILIDADES SUSS A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215096,IIBB A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215097,PLAN FACILIDADES AFIP A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215098,IMP. A LAS GANANCIAS A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215099,IVA  A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215100,DERECHOS DE ESXPORTACION  A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,DEUDAS FISCALES,,215130,IMP GCIA MIN PRSUNTA A PAGAR,Tax Payable
PASIVO,PASIVO CORRIENTE,OTROS DEUDAS,,216110,HON A PAGAR A SOCIO GERENTE,Accrued Salaries & Bonus
PASIVO,PASIVO CORRIENTE,OTROS DEUDAS,,216180,PREV.DEUDORES INCOBRABLES,Accrued Liabilities
PASIVO,PASIVO CORRIENTE,OTROS DEUDAS,,216210,DIVIDENDOS A PAGAR,Accrued Liabilities
PASIVO,PASIVO CORRIENTE,OTROS DEUDAS,,216225,PROVISION HON SOCIO GERENTE,Accrued Liabilities
PASIVO,PASIVO CORRIENTE,OTROS DEUDAS,,216330,PROVISION PARA GASTOS,Accrued Liabilities
PASIVO,PASIVO CORRIENTE,OTROS DEUDAS,,216331,SEGUROS A PAGAR,Accrued General Insurance
PASIVO,PASIVO CORRIENTE,OTROS DEUDAS,,216332,PROVISION DE COSTOS,Accrued Liabilities
PASIVO,PASIVO CORRIENTE,OTROS DEUDAS,,216333,PROVISION LITIGIO  ALCHOURRON,Accrued Legal
PATRIMONIO NETO,CAPITAL,CAPITAL SUSCRIPTO,,311010,CAPITAL SOCIAL,Contributed capital
PATRIMONIO NETO,CAPITAL,CAPITAL SUSCRIPTO,,311020,AJUSTES DE CAPITAL,Contributed capital
PATRIMONIO NETO,RESERVA,RESERVAS,,321010,RESERVA LEGAL,Contributed capital
PATRIMONIO NETO,RESERVA,RESERVAS,,321020,RESERVA PARA CAP DE TRABAJO,Contributed capital
PATRIMONIO NETO,RESERVA,RESERVAS,,321030,RESERVA FACULTATIVA                     ,Contributed capital
PATRIMONIO NETO,RESULTADOS,RESULTADOS NO ASIGNADOS,,331010,DE EJERCICIOS ANTERIORES NO ASIGNADOS,Contributed capital
PATRIMONIO NETO,RESULTADOS,RESULTADOS NO ASIGNADOS,,331020,DEL EJERCICIO,Contributed capital
INGRESOS,INGRESOS OPERATIVOS,INGRESOS PRODUCCION,,411010,FEE PRODUCCION,Sales - Retainer Fees
INGRESOS,INGRESOS OPERATIVOS,INGRESOS PRODUCCION,,411013,HONORARIOS SERVICIO DE BACK OFFICE,Sales - Production Default
INGRESOS,O & G,OTROS INGRESOS,,411014,INGRESOS POR  SERVICIO DE GASTOS COMPARTIDOS,Sales - Production Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS PRODUCCION,,411020,SERVICIO AGENCIA PRODUCCION,Sales - Production Default
EGRESOS,RESULTADOS,STAFF COST,,411021,HONORARIOS PROFES. EXTRAORDINARIOS,Sales - Production Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS PRODUCCION,,411022,HONORARIOS BACK OFFICEC DIGITAL ,Sales - Production Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS PRODUCCION,,411023,HONORARIOS SERVICIO DE COORDINACION CLIENTES,Sales - Production Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS PRODUCCION,,411030,VENTAS SERVICIOS PROPIOS,Sales - Production Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS PRODUCCION,,411040,MARK UP PRODUCCION,Sales - Production Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS PRODUCCION,,411070,ANTICIPOS PRODUCCION,Sales - Production Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS MEDIOS,,412010,FEE MEDIOS,Sales - Media Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS MEDIOS,,412020,SERVICIO AGENCIA MEDIOS,Sales - Media Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS MEDIOS,,412030,OTROS IMPUESTOS MEDIOS,Sales - Media Default
INGRESOS,INGRESOS OPERATIVOS,INGRESOS MEDIOS,,412040,OTROS SERVICIOS MEDIOS,Sales - Media Default
INGRESOS,INGRESOS NO OPERATIVOS,OTROS INGRESOS,,421010,DESC POR PRONTO PAGO,Sales - Media Default
INGRESOS,INGRESOS NO OPERATIVOS,OTROS INGRESOS,,421020,INTERESES GANANDOS,Sales - Media Default
INGRESOS,INGRESOS NO OPERATIVOS,OTROS INGRESOS,,421021,GANANCIA POR TENENCIA,Sales - Media Default
INGRESOS,INGRESOS NO OPERATIVOS,OTROS INGRESOS,,421030,DIF. DE CAMBIO,Sales - Media Default
INGRESOS,INGRESOS NO OPERATIVOS,OTROS INGRESOS,,421031,OTROS INGRESOS VARIOS,Sales - Media Default
INGRESOS,INGRESOS NO OPERATIVOS,OTROS INGRESOS,,421032,DEC 376/2020 SALARIO COMPLEMENTARIO,Payroll
INGRESOS,INGRESOS NO OPERATIVOS,OTROS INGRESOS,,421040,UT VTA BIENES  DE USO,Sales - Media Default
EGRESOS,STAFF COST,STAFF COST,,511001,REMUNERACIONES,Payroll
EGRESOS,STAFF COST,STAFF COST,,511002,CARGAS SOCIALES,Payroll Taxes
EGRESOS,STAFF COST,STAFF COST,,511004,SUELDO ANUAL COMPLEMENTARIO,Payroll Expenses
EGRESOS,STAFF COST,STAFF COST,,511005,SEGURO DE VIDA,Employee Insurance
EGRESOS,STAFF COST,STAFF COST,,511006,SINDICATO UNICO DE PUBLICIDAD,Payroll Expenses
EGRESOS,STAFF COST,STAFF COST,,511007,OBRA SOCIAL PREPAGAS SOCIOS,Employee Insurance
EGRESOS,STAFF COST,STAFF COST,,511008,GASTOS POR PASANTIAS,Payroll Expenses
EGRESOS,STAFF COST,STAFF COST,,511010,CONTROL MEDICOyPREOCUPACIONAL,Payroll Expenses
EGRESOS,STAFF COST,STAFF COST,,511011,GASTOS CAPACITACION PERSONAL,Payroll Expenses
EGRESOS,STAFF COST,STAFF COST,,511012,GRATIFICACIONES,Employee Gifts
EGRESOS,STAFF COST,STAFF COST,,511013,BENEFICIOS AL PERSONAL,Payroll - Bonuses
EGRESOS,STAFF COST,STAFF COST,,511014,VACACIONES,Payroll Expenses
EGRESOS,STAFF COST,STAFF COST,,511015,HONORARIOS CONTABLES IMPOSITIVOS,Contract Labor
EGRESOS,STAFF COST,STAFF COST,,511016,ART SEGUROS,Payroll Expenses
EGRESOS,STAFF COST,STAFF COST,,511017,INDEMNIZACION POR DESPIDO,Employee severance
EGRESOS,STAFF COST,STAFF COST,,511018,GRATIFICACION POR CESE,Payroll Expenses
EGRESOS,STAFF COST,STAFF COST,,511019,AUTONOMOS,Payroll Expenses
EGRESOS,STAFF COST,STAFF COST,,511020,SERVICIOS BACK OFFICE,Payroll Expenses
EGRESOS,IMPUESTOS,IMPUESTOS,,511021,IMPUESTO PAIS,Taxes & Licenses
EGRESOS,O & G,OCCUPANCY,,511022,EGRESOS POR SERVICIOS DE GASTOS COMPARTIDOS,Agency Community
EGRESOS,O & G,OCCUPANCY,,521001,AGUAS ARGENTINAS,Office expenses
EGRESOS,O & G,OCCUPANCY,,521002,METROGAS,Office expenses
EGRESOS,O & G,OCCUPANCY,,521003,LUZ,Office expenses
EGRESOS,O & G,OCCUPANCY,,521004,A.B.L.,Office expenses
EGRESOS,O & G,OCCUPANCY,,521005,ALQUILERES DE INMUEBLES,Rent Expense
EGRESOS,O & G,OCCUPANCY,,521006,EXPENSAS,Office expenses
EGRESOS,O & G,OCCUPANCY,,521007,LIMPIEZA,Office Cleaning
EGRESOS,O & G,OCCUPANCY,,521008,SERVICIO DE SEGURIDAD,Office expenses
EGRESOS,O & G,OCCUPANCY,,521009,AGUAS,Rent Expense
EGRESOS,O & G,OCCUPANCY,,521010,PATENTES RODADOS,Office expenses
EGRESOS,O & G,OCCUPANCY,,521011,ALQUILERES DE COCHERAS,Rent Expense
EGRESOS,O & G,AMORTIZACIONES,,522001,AMORTIZACION MS.Y US.e INSTAL.,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522002,AMORTIZACION MEJORAS,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522003,AMORT EQUIPOS,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522004,AMORT INSTALACIONES,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522005,AMORT INVERSIONES INMUBLES,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522006,AMORT RODADOS,Depreciation Expense
EGRESOS,O & G,GASTOS DE OFICINA,,523001,CORREOS Y COURIER,Delivery & Postage
EGRESOS,O & G,GASTOS DE OFICINA,,523002,ART. LIBRERIA/UTILES OFICINA,Office Supplies
EGRESOS,O & G,GASTOS DE OFICINA,,523003,EVENTOS CORPORATIVOS,Overhead Meals & Entertainment
EGRESOS,O & G,GASTOS DE OFICINA,,523004,DIFERENCIA DE CENTAVOS,Other expenses
EGRESOS,O & G,GASTOS DE OFICINA,,523005,PAPELERIA E IMPRESIONES,Office Supplies
EGRESOS,O & G,GASTOS DE OFICINA,,523006,GASTOS VARIOS,Other expenses
EGRESOS,O & G,GASTOS DE OFICINA,,523007,GTOS DE MOVILIDAD,Taxi
EGRESOS,O & G,GASTOS DE OFICINA,,523008,ENTRETENIMIENTO Y HR + REFRIGERIOS,Office Supplies
EGRESOS,O & G,GASTOS DE OFICINA,,523009,MENSAJERIA EN MOTO ,Legal Expense
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,523010,GASTOS NO FACTURABLES A CLIENTES,Non-billable Client Prod Expense
EGRESOS,O & G,GASTOS DE OFICINA,,523012,GASTOS LEGALES,Legal Expense
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524001,MEMBRESIAS,Overhead Meals & Entertainment
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524002,ATENCIONES A TERCEROS,Client Gifts
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524003,DONACIONES,Donations
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524004,GASTOS RODADOS,Taxi
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524005,GASTOS DE MANTENIMIENTO,Repairs and Maintenance Expense
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524006,GASTOS AUTOS,Taxi
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525001,HONORARIOS AUDITORIA,CPA Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525002,HONORARIOS SISTEMAS Y COMP.IT,Subscriptions
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525003,HONORARIOS LEGALES,Legal Services
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525004,HONORARIOS PROFES. VARIOS,Professional Fee Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525005,CERTIFICACIONES,Legal Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525006,"DIARIOS,REVISTAS Y SUSCRIP.",Subscriptions
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525007,AVISOS Y PUBLICACIONES,Subscriptions
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525008,HON POR CONFECCION DE ORIGINAL,COS - Production
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525009,HONORARIOS CAMPAÑA,CPA Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525010,HONORARIOS FREE LANCE,Contract Labor
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525011,HONORARIOS FCB LATAM,Subscriptions
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,525012,GASTOS DE REPRESENTACION,Overhead Meals & Entertainment
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,525014,NEW BUSINESSES,New Business Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525018,HONORARIOS de COORDINACION DE CLIENTES,Professional Fee Expense
EGRESOS,O & G,IT & COMMUNICATIONS,,526001,SERVICIOS DE INTERNET,Mobile Phone/Internet
EGRESOS,O & G,IT & COMMUNICATIONS,,526002,ALQUILERES DE EQUIPOS,Equipment Lease Expense
EGRESOS,O & G,IT & COMMUNICATIONS,,526003,INSUMOS y GASTOS COMPUTACION,Repairs and Maintenance Expense
EGRESOS,O & G,IT & COMMUNICATIONS,,526004,TELEFONOS Y COMUNICACIONES,Mobile Phone/Internet
EGRESOS,O & G,IT & COMMUNICATIONS,,526005,TELEFONIA CELULAR,Mobile Phone/Internet
EGRESOS,O & G,IT & COMMUNICATIONS,,526007,LICENCIAS SUSCRIPCIONES,Subscriptions
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527001,IMPUESTO LEY 25413,Taxes & Licenses
